SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.19024321	13.24627968	670	Saint Vincent and the Grenadines	2018	ISCED11_3	Upper secondary education	96.2963	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-172.4430749	-13.61541469	882	Samoa	2017	ISCED11_3	Upper secondary education	43.90244	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	6.609772265	0.241554875	678	Sao Tome and Principe	2017	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	44.54763347	24.12594211	682	Saudi Arabia	2017	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2018	ISCED11_3	Upper secondary education	98.75905	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	55.46561591	-4.678053059	690	Seychelles	2018	ISCED11_3	Upper secondary education	82.35294	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2018	ISCED11_3	Upper secondary education	51.11876	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	80.70489654	7.614693343	144	Sri Lanka	2018	ISCED11_3	Upper secondary education	91.72465	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	27.850329	-14.59701056	894	Zambia	2017	ISCED11_3	Upper secondary education	64.12289	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
