SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	LEGISLATIVE_LEVEL	LEGISLATIVE_LEVEL_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-81.26616623	8.450965746	591	Panama	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-7.961599811	39.68509315	620	Portugal	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-14.40182514	12.11760394	624	Guinea-Bissau	2020	S	Single house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	125.94510520000001	-8.797497247	626	Timor-Leste	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	24.98481009	45.83893563	642	Romania	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	24.98481009	45.83893563	642	Romania	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	99.01404926	61.61899849	643	Russian Federation	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	12.46329038	43.93841766	674	San Marino	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	44.54763347	24.12594211	682	Saudi Arabia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	20.805876	44.03145697	688	Serbia	2020	S	Single house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	55.46561591	-4.678053059	690	Seychelles	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	103.81078829999998	1.361009155	702	Singapore	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	19.48495604	48.70741446	703	Slovakia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	14.82209486	46.11958061	705	Slovenia	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	46.20367477	4.406485729	706	Somalia	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	46.20367477	4.406485729	706	Somalia	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	24.67184355	-29.99957544	710	South Africa	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	24.67184355	-29.99957544	710	South Africa	2020	U	Upper house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	29.86909584	-19.00075492	716	Zimbabwe	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-3.554078296	40.39211472	724	Spain	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-55.90626394	4.132603197	740	Suriname	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	31.50149288	-26.56471011	748	Eswatini	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	31.50149288	-26.56471011	748	Eswatini	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	14.377533800000002	60.60103109	752	Sweden	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	8.223158	46.96617097	756	Switzerland	2020	L	Lower house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	8.223158	46.96617097	756	Switzerland	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	38.50466565	35.01676176	760	Syrian Arab Republic	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	101.02029509999998	15.13089239	764	Thailand	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	101.02029509999998	15.13089239	764	Thailand	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-61.29389504	10.41877263	780	Trinidad and Tobago	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-61.29389504	10.41877263	780	Trinidad and Tobago	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	53.98279159	23.43322219	784	United Arab Emirates	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	21.700790899999998	41.60048068	807	North Macedonia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	29.77468534	26.57438204	818	Egypt	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-2.23830539	53.27691757	826	United Kingdom	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-99.13830311	39.527787100000005	840	United States of America	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-99.13830311	39.527787100000005	840	United States of America	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-56.01387025	-32.800283799999995	858	Uruguay	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-56.01387025	-32.800283799999995	858	Uruguay	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
